serial, year, department, image, page
333,1892,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/83483_1357702.jpg, http://www.artic.edu/aic/collections/artwork/61128?search_no=1&index=7
334,1942,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/157520_1368474.jpg, http://www.artic.edu/aic/collections/artwork/111628?search_no=1&index=0
335,1921,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000138/24100_1438314.jpg, http://www.artic.edu/aic/collections/artwork/36038?search_no=1&index=1
336,1912,25, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/5397_773256.jpg, http://www.artic.edu/aic/collections/artwork/105203?search_no=1&index=1
337,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000139/182526_1452624.jpg, http://www.artic.edu/aic/collections/artwork/81558?search_no=1&index=0
338,1847,20, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/6162_1357550.jpg, http://www.artic.edu/aic/collections/artwork/145681?search_no=1&index=3
339,1908,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4322_762497.jpg, http://www.artic.edu/aic/collections/artwork/38857?search_no=1&index=2
340,1819,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/5223_760607.jpg, http://www.artic.edu/aic/collections/artwork/104094?search_no=1&index=4
341,1885,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000080/7845_672595.jpg, http://www.artic.edu/aic/collections/artwork/100829?search_no=1&index=5
342,1942,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/157520_1368474.jpg, http://www.artic.edu/aic/collections/artwork/111628?search_no=1&index=6
343,1829,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/4980_1381005.jpg, http://www.artic.edu/aic/collections/artwork/97873?search_no=1&index=7
344,1903,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/1443_1356198.jpg, http://www.artic.edu/aic/collections/artwork/28067?search_no=1&index=9
345,1934,3, , http://www.artic.edu/aic/collections/artwork/118282?search_no=1&index=8
346,1922,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000011/24099_381330.jpg, http://www.artic.edu/aic/collections/artwork/8353?search_no=1&index=0
347,1906,3, , http://www.artic.edu/aic/collections/artwork/14757?search_no=1&index=2
348,1925,3, , http://www.artic.edu/aic/collections/artwork/14752?search_no=1&index=1
349,1923,3, , http://www.artic.edu/aic/collections/artwork/30516?search_no=1&index=4
350,1906,3, , http://www.artic.edu/aic/collections/artwork/14758?search_no=1&index=3
351,1921,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000138/24100_1438314.jpg, http://www.artic.edu/aic/collections/artwork/36038?search_no=1&index=5
352,1919,3, , http://www.artic.edu/aic/collections/artwork/50049?search_no=1&index=6
353,1920,3, , http://www.artic.edu/aic/collections/artwork/50052?search_no=1&index=7
354,1920,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000046/24112_488383.jpg, http://www.artic.edu/aic/collections/artwork/50054?search_no=1&index=8
355,1923,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000046/24116_488388.jpg, http://www.artic.edu/aic/collections/artwork/50064?search_no=1&index=9
356,1884,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/8227_591535.jpg, http://www.artic.edu/aic/collections/artwork/27992?search_no=1&index=0
357,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000139/182526_1452624.jpg, http://www.artic.edu/aic/collections/artwork/81558?search_no=1&index=1
358,1894,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000131/1427_1345100.jpg, http://www.artic.edu/aic/collections/artwork/27943?search_no=1&index=4
359,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/157901_1357743.jpg, http://www.artic.edu/aic/collections/artwork/16571?search_no=1&index=2
360,1892,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/83483_1357702.jpg, http://www.artic.edu/aic/collections/artwork/61128?search_no=1&index=3
361,1899,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/4876_591243.jpg, http://www.artic.edu/aic/collections/artwork/109926?search_no=1&index=5
362,1875,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/176422_1384231.jpg, http://www.artic.edu/aic/collections/artwork/81555?search_no=1&index=6
363,1868,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000134/177807_1399505.jpg, http://www.artic.edu/aic/collections/artwork/81539?search_no=1&index=7
364,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/175432_1368904.jpg, http://www.artic.edu/aic/collections/artwork/20684?search_no=1&index=8
365,1887,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/90596_1357824.jpg, http://www.artic.edu/aic/collections/artwork/80607?search_no=1&index=9
366,1887,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/90596_1357824.jpg, http://www.artic.edu/aic/collections/artwork/80607?search_no=1&index=0
367,1889,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/1460_1378040.jpg, http://www.artic.edu/aic/collections/artwork/28560?search_no=1&index=1
368,1885,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4118_761345.jpg, http://www.artic.edu/aic/collections/artwork/28862?search_no=2&index=0
369,1884,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/8227_591535.jpg, http://www.artic.edu/aic/collections/artwork/27992?search_no=2&index=1
370,1873,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/23434_495842.jpg, http://www.artic.edu/aic/collections/artwork/96559?search_no=2&index=2
371,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000139/182526_1452624.jpg, http://www.artic.edu/aic/collections/artwork/81558?search_no=2&index=3
372,1876,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/176806_1388794.jpg, http://www.artic.edu/aic/collections/artwork/14650?search_no=2&index=4
373,1880,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000027/82830_427102.jpg, http://www.artic.edu/aic/collections/artwork/16549?search_no=2&index=5
374,1864,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000140/2082_1461396.jpg, http://www.artic.edu/aic/collections/artwork/27764?search_no=2&index=6
375,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/157901_1357743.jpg, http://www.artic.edu/aic/collections/artwork/16571?search_no=2&index=8
376,1888,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000139/182981_1455572.jpg, http://www.artic.edu/aic/collections/artwork/19339?search_no=2&index=7
377,1892,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/83483_1357702.jpg, http://www.artic.edu/aic/collections/artwork/61128?search_no=2&index=9
378,1820,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/23453_495998.jpg, http://www.artic.edu/aic/collections/artwork/40652?search_no=3&index=0
379,1860,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/20010_496574.jpg, http://www.artic.edu/aic/collections/artwork/111623?search_no=3&index=1
380,1890,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/5313_760703.jpg, http://www.artic.edu/aic/collections/artwork/65847?search_no=3&index=2
381,1868,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/23448_495950.jpg, http://www.artic.edu/aic/collections/artwork/16558?search_no=3&index=3
382,1800,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/11021_495758.jpg, http://www.artic.edu/aic/collections/artwork/84549?search_no=3&index=4
383,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/213_496250.jpg, http://www.artic.edu/aic/collections/artwork/885?search_no=3&index=5
384,1885,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4118_761345.jpg, http://www.artic.edu/aic/collections/artwork/28862?search_no=3&index=6
385,1863,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/3769_495590.jpg, http://www.artic.edu/aic/collections/artwork/18743?search_no=3&index=7
386,1880,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000049/3830_495596.jpg, http://www.artic.edu/aic/collections/artwork/20541?search_no=3&index=8
387,1884,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/8227_591535.jpg, http://www.artic.edu/aic/collections/artwork/27992?search_no=3&index=9
388,1889,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000003/7985_360448.jpg, http://www.artic.edu/aic/collections/artwork/87327?search_no=1&index=0
389,1889,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000120/1428_1214548.jpg, http://www.artic.edu/aic/collections/artwork/27949?search_no=1&index=1
390,1887,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000129/82837_1320142.jpg, http://www.artic.edu/aic/collections/artwork/27954?search_no=1&index=2
391,1888,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000021/1863_408724.jpg, http://www.artic.edu/aic/collections/artwork/14586?search_no=1&index=3
392,1889,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/2550_1163243.jpg, http://www.artic.edu/aic/collections/artwork/52733?search_no=1&index=4
393,1890,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/64407_764597.jpg, http://www.artic.edu/aic/collections/artwork/79349?search_no=1&index=5
394,1885,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4118_761345.jpg, http://www.artic.edu/aic/collections/artwork/28862?search_no=1&index=6
395,1885,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/7986_1176463.jpg, http://www.artic.edu/aic/collections/artwork/150802?search_no=1&index=8
396,1887,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000013/83496_384159.jpg, http://www.artic.edu/aic/collections/artwork/109314?search_no=1&index=7
397,1889,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/1460_1378040.jpg, http://www.artic.edu/aic/collections/artwork/28560?search_no=1&index=9
398,1965,8, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000111/77001_1110553.jpg, http://www.artic.edu/aic/collections/artwork/193334?search_no=4&index=0
399,1909,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/159203_1153853.jpg, http://www.artic.edu/aic/collections/artwork/79307?search_no=4&index=1
400,2006,25, , http://www.artic.edu/aic/collections/artwork/188845?search_no=4&index=2
401,1931,25, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000073/4881_624936.jpg, http://www.artic.edu/aic/collections/artwork/63817?search_no=4&index=3
402,2003,8, , http://www.artic.edu/aic/collections/artwork/182416?search_no=4&index=4
403,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/175432_1368904.jpg, http://www.artic.edu/aic/collections/artwork/20684?search_no=4&index=5
404, ,94, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/4725_1377930.jpg, http://www.artic.edu/aic/collections/artwork/58135?search_no=4&index=6
405, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000103/50662_883469.jpg, http://www.artic.edu/aic/collections/artwork/187528?search_no=4&index=7
406,1776,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/5183_1377839.jpg, http://www.artic.edu/aic/collections/artwork/102131?search_no=4&index=8
407,100,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000112/155875_1112623.jpg, http://www.artic.edu/aic/collections/artwork/73795?search_no=4&index=9
408,1883,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000137/179621_1426791.jpg, http://www.artic.edu/aic/collections/artwork/208200?search_no=1&index=0
409,1877,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/175432_1368904.jpg, http://www.artic.edu/aic/collections/artwork/20684?search_no=1&index=1
410,1890,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000004/45179_185583.jpg, http://www.artic.edu/aic/collections/artwork/140080?search_no=1&index=3
411,1877,3, , http://www.artic.edu/aic/collections/artwork/210484?search_no=1&index=2
412,1882,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/6587_1173883.jpg, http://www.artic.edu/aic/collections/artwork/154121?search_no=1&index=4
413,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000114/158812_1149434.jpg, http://www.artic.edu/aic/collections/artwork/81557?search_no=1&index=0
414,1899,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000095/67351_785766.jpg, http://www.artic.edu/aic/collections/artwork/110095?search_no=1&index=2
415,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000137/179544_1425242.jpg, http://www.artic.edu/aic/collections/artwork/95654?search_no=1&index=1
416,1892,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000008/60425_192584.jpg, http://www.artic.edu/aic/collections/artwork/49261?search_no=1&index=5
417,1892,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000008/60420_192579.jpg, http://www.artic.edu/aic/collections/artwork/11328?search_no=1&index=3
418,1890,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000008/60422_192581.jpg, http://www.artic.edu/aic/collections/artwork/27667?search_no=1&index=4
419,1879,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000135/177870_1400086.jpg, http://www.artic.edu/aic/collections/artwork/14647?search_no=1&index=6
420,1883,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000135/178899_1407910.jpg, http://www.artic.edu/aic/collections/artwork/16600?search_no=1&index=8
421,1876,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/176806_1388794.jpg, http://www.artic.edu/aic/collections/artwork/14650?search_no=1&index=7
422,1881,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000134/177730_1398735.jpg, http://www.artic.edu/aic/collections/artwork/16617?search_no=1&index=9
423,1875,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000080/1861_672037.jpg, http://www.artic.edu/aic/collections/artwork/14574?search_no=1&index=0
424,1903,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000111/2832_1110029.jpg, http://www.artic.edu/aic/collections/artwork/68365?search_no=1&index=1
425,1872,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000063/81692_562870.jpg, http://www.artic.edu/aic/collections/artwork/75029?search_no=1&index=3
426,1860,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000119/81553_1196693.jpg, http://www.artic.edu/aic/collections/artwork/31937?search_no=1&index=5
427,1872,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000063/81691_562864.jpg, http://www.artic.edu/aic/collections/artwork/75028?search_no=1&index=2
428,1874,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000131/3787_1344800.jpg, http://www.artic.edu/aic/collections/artwork/18951?search_no=1&index=4
429,1885,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000132/117235_1356885.jpg, http://www.artic.edu/aic/collections/artwork/34611?search_no=1&index=7
430,1900,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/3488_1173523.jpg, http://www.artic.edu/aic/collections/artwork/111551?search_no=1&index=6
431,1879,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/4790_1163313.jpg, http://www.artic.edu/aic/collections/artwork/60656?search_no=1&index=8
432,1895,3, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000063/81724_563062.jpg, http://www.artic.edu/aic/collections/artwork/104297?search_no=1&index=9
433,1754,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/5186_762599.jpg, http://www.artic.edu/aic/collections/artwork/102777?search_no=1&index=0
434,1770,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4520_762605.jpg, http://www.artic.edu/aic/collections/artwork/93780?search_no=1&index=1
435,1766,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2086_354726.jpg, http://www.artic.edu/aic/collections/artwork/120104?search_no=1&index=2
436,1766,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2087_354718.jpg, http://www.artic.edu/aic/collections/artwork/149966?search_no=1&index=3
437,1737,21, , http://www.artic.edu/aic/collections/artwork/11025?search_no=1&index=4
438,1764,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/2605_587384.jpg, http://www.artic.edu/aic/collections/artwork/59784?search_no=1&index=5
439,1745,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/5707_355457.jpg, http://www.artic.edu/aic/collections/artwork/119985?search_no=1&index=6
440,1793,21, , http://www.artic.edu/aic/collections/artwork/80460?search_no=1&index=7
441,1721,21, , http://www.artic.edu/aic/collections/artwork/27126?search_no=1&index=8
442,1765,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000028/44594_267663.jpg, http://www.artic.edu/aic/collections/artwork/187051?search_no=1&index=9
443,1887,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000140/4114_1461056.jpg, http://www.artic.edu/aic/collections/artwork/28849?search_no=68&index=1
444,1881,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000072/3993_623730.jpg, http://www.artic.edu/aic/collections/artwork/27138?search_no=68&index=2
445,1810,21, , http://www.artic.edu/aic/collections/artwork/40392?search_no=68&index=3
446,1896,21, , http://www.artic.edu/aic/collections/artwork/16504?search_no=68&index=5
447,1874,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/405_1168613.jpg, http://www.artic.edu/aic/collections/artwork/68792?search_no=68&index=6
448,1900,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000073/4994_625128.jpg, http://www.artic.edu/aic/collections/artwork/97900?search_no=68&index=0
449,1886,21, , http://www.artic.edu/aic/collections/artwork/110561?search_no=68&index=8
450,1888,21, , http://www.artic.edu/aic/collections/artwork/97884?search_no=68&index=4
451,1890,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/5000_1173913.jpg, http://www.artic.edu/aic/collections/artwork/97907?search_no=68&index=7
452,1860,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000073/8608_625386.jpg, http://www.artic.edu/aic/collections/artwork/79012?search_no=68&index=9
453,1838,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/238_761183.jpg, http://www.artic.edu/aic/collections/artwork/819?search_no=1&index=1
454,1912,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/5100_763109.jpg, http://www.artic.edu/aic/collections/artwork/103114?search_no=1&index=2
455,1916,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/5810_1171463.jpg, http://www.artic.edu/aic/collections/artwork/111659?search_no=1&index=3
456,1917,21, , http://www.artic.edu/aic/collections/artwork/72956?search_no=1&index=4
457,1850,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/358_761027.jpg, http://www.artic.edu/aic/collections/artwork/64076?search_no=1&index=5
458,1980,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/55356_1181863.jpg, http://www.artic.edu/aic/collections/artwork/188528?search_no=1&index=7
459,1897,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/4939_761375.jpg, http://www.artic.edu/aic/collections/artwork/107050?search_no=1&index=6
460,1925,21, , http://www.artic.edu/aic/collections/artwork/59925?search_no=1&index=8
461,1937,21, , http://www.artic.edu/aic/collections/artwork/119094?search_no=1&index=9
462,1964,21, , http://www.artic.edu/aic/collections/artwork/158243?search_no=1&index=0
463,1942,21, , http://www.artic.edu/aic/collections/artwork/154493?search_no=1&index=1
464,1846,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000002/6676_357881.jpg, http://www.artic.edu/aic/collections/artwork/156073?search_no=1&index=2
465,1988,21, , http://www.artic.edu/aic/collections/artwork/111283?search_no=1&index=3
466,1978,21, , http://www.artic.edu/aic/collections/artwork/154491?search_no=1&index=4
467,1966,21, , http://www.artic.edu/aic/collections/artwork/154492?search_no=1&index=5
468,1948,21, , http://www.artic.edu/aic/collections/artwork/44924?search_no=1&index=6
469,1967,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000127/26858_1301370.jpg, http://www.artic.edu/aic/collections/artwork/105111?search_no=1&index=9
470,1885,21, , http://www.artic.edu/aic/collections/artwork/122135?search_no=1&index=7
471,1780,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000130/172603_1332011.jpg, http://www.artic.edu/aic/collections/artwork/100490?search_no=1&index=8
472,1878,21, , http://www.artic.edu/aic/collections/artwork/212969?search_no=1&index=0
473,1942,21, , http://www.artic.edu/aic/collections/artwork/152750?search_no=1&index=1
474,1889,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000002/7092_358785.jpg, http://www.artic.edu/aic/collections/artwork/158980?search_no=1&index=3
475,1935,21, , http://www.artic.edu/aic/collections/artwork/154135?search_no=1&index=2
476,1928,21, , http://www.artic.edu/aic/collections/artwork/154497?search_no=1&index=4
477,1912,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/39420_1163393.jpg, http://www.artic.edu/aic/collections/artwork/37406?search_no=1&index=5
478,1948,21, , http://www.artic.edu/aic/collections/artwork/154134?search_no=1&index=7
479,1790,21, , http://www.artic.edu/aic/collections/artwork/62546?search_no=1&index=6
480,1755,21, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000013/83410_383099.jpg, http://www.artic.edu/aic/collections/artwork/72803?search_no=1&index=8
481,1880,21, , http://www.artic.edu/aic/collections/artwork/152748?search_no=1&index=9
482, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000048/7914_492839.jpg, http://www.artic.edu/aic/collections/artwork/180750?search_no=1&index=0
483, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000058/37551_529784.jpg, http://www.artic.edu/aic/collections/artwork/183077?search_no=1&index=4
484, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/51373_1178993.jpg, http://www.artic.edu/aic/collections/artwork/185685?search_no=1&index=2
485, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000032/34332_270111.jpg, http://www.artic.edu/aic/collections/artwork/185162?search_no=1&index=1
486,1930,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000067/5686_591628.jpg, http://www.artic.edu/aic/collections/artwork/111401?search_no=1&index=3
487, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/5538_763031.jpg, http://www.artic.edu/aic/collections/artwork/109470?search_no=1&index=7
488, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/66315_1183683.jpg, http://www.artic.edu/aic/collections/artwork/181740?search_no=1&index=5
489, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/7633_1175953.jpg, http://www.artic.edu/aic/collections/artwork/88689?search_no=1&index=6
490, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000080/6652_672637.jpg, http://www.artic.edu/aic/collections/artwork/155957?search_no=1&index=9
491, ,43, , http://www.artic.edu/aic/collections/artwork/193452?search_no=1&index=0
492, ,43, , http://www.artic.edu/aic/collections/artwork/193471?search_no=1&index=1
493, ,43, , http://www.artic.edu/aic/collections/artwork/193433?search_no=1&index=4
494, ,43, , http://www.artic.edu/aic/collections/artwork/193459?search_no=1&index=5
495, ,43, , http://www.artic.edu/aic/collections/artwork/193551?search_no=1&index=6
496, ,43, , http://www.artic.edu/aic/collections/artwork/192410?search_no=1&index=7
497, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000048/7914_492839.jpg, http://www.artic.edu/aic/collections/artwork/180750?search_no=1&index=8
498, ,43, , http://www.artic.edu/aic/collections/artwork/193470?search_no=1&index=3
499, ,43, , http://www.artic.edu/aic/collections/artwork/193461?search_no=1&index=2
500, ,43, , http://www.artic.edu/aic/collections/artwork/151360?search_no=1&index=9
501, ,43, , http://www.artic.edu/aic/collections/artwork/180495?search_no=3&index=0
502, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/6315_1173373.jpg, http://www.artic.edu/aic/collections/artwork/148326?search_no=3&index=1
503, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/51376_1179013.jpg, http://www.artic.edu/aic/collections/artwork/185687?search_no=3&index=2
504, ,43, , http://www.artic.edu/aic/collections/artwork/185686?search_no=3&index=3
505, ,43, , http://www.artic.edu/aic/collections/artwork/184632?search_no=3&index=4
506, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/51373_1178993.jpg, http://www.artic.edu/aic/collections/artwork/185685?search_no=3&index=5
507, ,43, , http://www.artic.edu/aic/collections/artwork/180971?search_no=3&index=6
508, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/4110_1170613.jpg, http://www.artic.edu/aic/collections/artwork/109324?search_no=3&index=7
509, ,43, , http://www.artic.edu/aic/collections/artwork/155974?search_no=3&index=8
510, ,43, , http://www.artic.edu/aic/collections/artwork/155975?search_no=3&index=9
511, ,43, , http://www.artic.edu/aic/collections/artwork/182227?search_no=1&index=0
512, ,43, , http://www.artic.edu/aic/collections/artwork/182228?search_no=1&index=1
513, ,43, , http://www.artic.edu/aic/collections/artwork/182229?search_no=1&index=2
514,1962,43, , http://www.artic.edu/aic/collections/artwork/156585?search_no=1&index=3
515,1962,43, , http://www.artic.edu/aic/collections/artwork/156586?search_no=1&index=4
516, ,43, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000058/37551_529784.jpg, http://www.artic.edu/aic/collections/artwork/183077?search_no=1&index=5
517,1983,43, , http://www.artic.edu/aic/collections/artwork/158412?search_no=1&index=6
518, ,43, , http://www.artic.edu/aic/collections/artwork/185717?search_no=1&index=7
519, ,43, , http://www.artic.edu/aic/collections/artwork/207404?search_no=1&index=9
520, ,43, , http://www.artic.edu/aic/collections/artwork/185690?search_no=1&index=8
521, ,43, , http://www.artic.edu/aic/collections/artwork/186678?search_no=1&index=0
522,1940,43, , http://www.artic.edu/aic/collections/artwork/132678?search_no=1&index=1
523, ,43, , http://www.artic.edu/aic/collections/artwork/185694?search_no=1&index=2
