1100,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2722_353286.jpg,64950
1100,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2508_759035.jpg,58887
1100,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2540_759059.jpg,96540
1150,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2481_354924.jpg,46248
1150,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2514_759047.jpg,50921
1150,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/7772_1166063.jpg,46230
1160,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000003/9590_360806.jpg,46304
1160,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000016/84116_393041.jpg,46263
1160,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000016/84117_393047.jpg,46267
1170,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/76877_1165333.jpg,95189
1180,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/37015_1166083.jpg,46308
1200,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000102/9591_870851.jpg,46253
1200,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000140/183933_1465713.jpg,46276
1210,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000072/2513_623346.jpg,50909
1230,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/2509_761261.jpg,50884
1240,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000131/4286_1344950.jpg,37398
1250,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/44297_353280.jpg,64938
1255,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000003/1974_184726.jpg,22527
1275,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000008/59803_189401.jpg,16241
1275,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000120/3990_1211447.jpg,27024
1300,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/10031_1166793.jpg,88422
1325,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2006_355372.jpg,25774
1326,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000003/27252_361219.jpg,8254
1340,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2969_354976.jpg,77130
1340,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/4197_1161873.jpg,33276
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000001/2479_353244.jpg,46224
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2505_759025.jpg,50874
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2719_759089.jpg,64935
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000115/3899_1161703.jpg,24711
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/2065_1166233.jpg,25332
1350,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000121/3351_1225517.jpg,8034
1370,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000002/2005_357716.jpg,25770
1370,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/2615_759065.jpg,60508
1375,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000004/34336_361401.jpg,12683
1375,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000030/3309_435357.jpg,56799
1375,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000082/10020_687524.jpg,88419
1390,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000072/1739_623532.jpg,16231
1390,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000137/180057_1430374.jpg,16228
1391,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000133/2497_1377719.jpg,52560
1396,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/59792_1182233.jpg,88793
1400,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000035/90571_451761.jpg,50900
1400,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000093/3523_759239.jpg,87272
1400,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000094/2618_762449.jpg,90071
1400,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000116/4372_1169013.jpg,57757
1400,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000140/80848_1465472.jpg,51598
1420,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000117/47045_1180453.jpg,59897
1420,14, http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000120/1989_1214558.jpg,22871
